First Subhalo ID,Group Mass,First Subhalo Mass,Second Subhalo Mass,First Subhalo x,First Subhalo y,First Subhalo z,Second Subhalo x,Second Subhalo y,Second Subhalo z,First Subhalo Vel v_x,First Subhalo v_y,First Subhalo v_z,Second Subhalo v_x,Second Subhalo v_y,Second Subhalo v_z
452859,248.98433685302737,211.02235533974388,93.89718012376265,20770.205078125,17673.392578125,26941.068359375,21171.4453125,17642.724609375,27065.015625,-184.9331817626953,2.9038777351379395,176.24830627441406,-335.9521179199219,-81.78278350830078,149.2883758544922
456350,273.1802463531494,194.00429725646973,49.55228892239658,674.4747314453125,54269.16796875,41096.08984375,794.0645141601562,54725.87109375,41307.15234375,5.803750038146973,-312.4102783203125,219.8098907470703,163.59542846679688,43.43672180175781,282.46478271484375
458066,196.23871283097702,138.3097605271773,101.29012844779275,41854.75390625,66475.6640625,42617.48046875,42236.44921875,66077.9140625,42436.38671875,-612.6813354492188,660.2393188476562,135.20269775390625,-623.8753051757812,399.5225830078125,395.5417785644531
458498,172.1774231303822,145.968187939037,120.78930031169546,74960.8125,54293.65625,42730.33984375,736.2181396484375,54374.01171875,42720.55859375,356.7630310058594,173.1269989013672,116.05911254882812,285.1631774902344,164.39707946777344,-48.608882904052734
458989,279.994856227528,255.68838552995163,149.553353136236,3402.053955078125,52483.88671875,51456.76953125,3198.632568359375,52044.9765625,51515.75390625,202.68228149414062,-189.32366943359375,180.8720703125,13.78018856048584,-223.82972717285156,-112.65322875976562
461342,262.20063729719686,273.92632311040705,81.1012929136103,9258.04296875,42575.984375,30344.0859375,9160.1044921875,42621.66015625,30635.65625,156.5594482421875,-14.241229057312012,7.021068096160889,59.175716400146484,-81.92252349853516,-137.22158813476562
463168,224.037842317061,246.08581716364083,85.65137603066185,53745.07421875,8806.5341796875,40111.5078125,53694.92578125,8527.9736328125,40256.953125,69.0261459350586,-140.23092651367188,-262.6690368652344,173.71670532226562,-17.841033935546875,-328.6526794433594
464868,221.25892205671832,248.93470243974167,68.00758296793158,13960.470703125,54431.7578125,69074.1875,14151.82421875,54593.03515625,68759.7890625,-23.71769142150879,-322.9713439941406,-325.78387451171875,-18.589277267456055,-327.4474182128906,-324.94671630859375
467304,266.31977341391826,244.03114752335983,39.95048728856174,53843.19140625,71733.671875,22321.03515625,53708.64453125,71644.796875,22058.00390625,53.24957275390625,-196.45127868652344,136.9515380859375,-235.00599670410156,-28.91022491455078,244.79733276367188
470590,270.17268267544836,253.38324633511633,130.54754517295146,23362.0078125,8627.818359375,29889.71875,23091.533203125,8777.78125,29904.462890625,-216.6710662841797,53.52092742919922,-30.95438003540039,-150.22462463378906,-165.5041046142578,-33.8704719543457
471617,244.21915141018957,236.47949912331322,162.44776682420212,73984.609375,26542.1875,9772.8642578125,74212.5,26727.2265625,9361.8427734375,283.0099182128906,275.2757263183594,425.0548400878906,138.74571228027344,219.62460327148438,488.67254638671875
